Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating,HighSatisfaction
62,1,68782,2,66.27360116469316,3,0,3,1,0,0,1,1,45.36258080470526,4,4,1,0
28,1,55083,1,176.61044905704867,2,1,6,1,1,0,0,0,54.25606515142513,5,2,4,0
37,0,23930,3,21.063003136861447,4,2,6,1,1,1,0,0,31.82099608961547,4,4,2,1
65,0,34010,3,164.09565425797908,2,2,4,2,0,0,0,1,8.492395624132671,4,4,5,1
56,1,135985,3,144.71107634016482,0,2,6,0,1,0,0,1,56.40331922267781,1,1,5,0
57,1,20093,3,166.16510765255657,3,0,8,1,1,0,0,1,5.0247983178935645,3,3,3,0
38,1,108110,0,148.6314371711035,4,2,4,0,0,1,0,1,17.34865618342172,2,5,3,1
68,1,104486,0,86.70116107631091,1,0,2,0,0,0,1,0,48.01534347394055,2,3,3,0
57,0,52402,3,170.52104612320568,3,1,2,2,0,0,1,0,0.7901403424143827,4,5,1,1
43,0,22176,0,118.4198193756179,3,0,1,2,0,0,1,1,13.986396411894034,3,5,3,1
39,0,88776,3,86.67961392905637,1,0,4,1,0,0,1,0,22.18299767552825,4,5,3,1
47,1,103678,2,92.090775226451,3,0,6,2,0,1,0,0,20.13890505167676,3,1,4,1
31,1,112242,1,197.72393072909568,2,1,9,1,0,1,0,0,7.582249870808515,3,3,5,0
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
62,0,31978,1,192.27871231785767,4,0,6,0,0,0,1,0,1.7609426572039943,1,3,2,0
22,0,129590,3,137.440806491426,0,1,8,1,0,1,0,1,36.67054547250982,4,5,4,1
53,1,112898,1,34.514741102668,0,1,9,1,0,1,0,0,12.248470888842348,4,2,4,0
30,1,135575,3,136.3716092239128,3,0,3,1,1,0,0,1,13.641005727590818,4,4,4,1
63,0,111672,3,43.90707680325642,2,2,1,2,0,0,1,1,30.887367074454936,2,5,4,1
27,0,44687,3,36.06496072652882,2,2,3,2,0,1,0,1,15.969415575410856,5,5,1,1
47,1,31938,3,43.849076099752345,3,2,3,0,1,1,1,0,59.7074067773838,2,4,5,1
43,1,48319,3,47.55312222798942,0,0,3,2,1,0,0,1,7.416326486478015,3,4,3,0
55,0,22813,3,43.52704473016984,2,2,3,2,0,0,0,1,22.372741668106123,2,2,2,0
56,1,122101,3,47.13551689613215,4,0,4,0,1,0,1,1,8.730503549284801,4,1,1,0
20,0,112421,3,94.60947943642776,4,1,1,2,1,0,0,1,12.8756513143996,3,5,4,1
48,0,107653,3,131.7931676586348,0,1,7,2,1,1,1,1,25.8205055023933,1,5,4,1
21,1,57727,3,184.02815592607936,0,1,6,0,1,1,0,1,16.532615617248975,1,1,5,1
36,0,48252,3,86.08839503145789,1,1,7,1,0,1,1,0,6.9615734766237285,4,4,4,1
37,0,149658,0,24.919682059556408,1,0,9,2,0,1,0,0,7.846623377451114,5,4,5,1
55,0,75552,0,51.1180024379907,3,2,7,2,0,1,1,1,50.90546701385622,2,5,4,1
29,1,115079,3,148.63018818327575,0,0,8,1,1,1,0,0,44.38504172359715,4,4,2,1
49,0,66768,3,63.46136075208707,2,1,1,2,0,0,0,1,26.046414154566776,3,3,2,0
44,0,51701,2,25.099957374675988,4,2,6,1,0,0,1,1,17.153684921199034,2,3,5,0
67,0,94300,3,76.16677965137659,4,2,8,2,1,1,1,0,15.781573157463413,5,5,4,1
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
51,1,109676,3,172.2121284186738,2,2,2,2,1,0,1,1,15.025111643265484,3,5,1,1
21,0,53483,1,48.90358226707831,2,1,2,2,0,0,1,1,16.31397711193921,2,1,1,0
59,0,40510,3,185.92193382644493,4,0,9,1,1,0,0,0,50.25718824153369,2,3,4,0
35,1,54829,3,118.87564632795625,3,1,2,0,0,1,1,1,58.08679196468722,5,4,2,1
58,0,108236,3,166.76796041805378,2,0,2,0,1,0,0,0,48.008018135941015,3,3,3,0
67,0,91273,3,98.47489848118208,4,0,5,1,0,1,0,0,26.309563699846667,3,3,1,0
58,0,120168,0,68.92944075556105,2,0,5,1,1,1,1,1,25.97744854840742,3,2,3,0
26,1,109229,1,177.45967599772953,2,0,9,2,1,0,1,0,31.11282775807394,5,3,4,0
58,1,36994,3,125.82095615906884,1,2,8,1,1,1,1,0,3.6699096990728655,5,4,4,0
35,0,95984,1,26.1585033048524,2,0,2,2,0,0,1,1,27.500170859859104,1,4,4,1
19,0,81440,2,79.74289499864963,1,2,4,0,1,0,0,1,22.01369665656721,3,5,4,0
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
46,1,116176,3,81.46162191899573,4,2,5,1,0,0,1,0,45.99820974515496,5,5,5,0
68,1,81959,1,171.93537319325506,1,2,9,1,1,0,0,1,24.14786096935921,1,3,5,0
59,1,20454,3,195.2689536465537,2,0,5,1,1,1,1,1,17.00683947103258,4,4,4,1
34,1,63881,2,107.68321200719404,2,1,2,1,1,0,0,1,46.29388290310728,3,1,5,0
35,1,33384,1,92.85100276828096,2,0,6,1,0,0,0,1,17.195111134940774,3,1,1,0
41,0,132528,3,164.85225727922943,1,1,2,2,0,0,1,0,20.48668881215928,2,2,5,1
21,1,144252,0,86.428885561217,4,1,7,0,0,0,1,1,22.19776544281923,4,5,4,0
67,1,95495,3,188.75893114541825,4,0,9,2,0,1,1,0,59.49877280332748,5,4,2,1
44,0,62198,1,133.54676723045583,1,1,8,0,1,1,1,1,36.03540213941999,1,4,3,1
52,1,109256,3,175.54604089673737,1,0,2,1,1,0,0,0,32.42438990353504,5,2,4,0
57,0,142449,2,102.63996746740672,3,0,5,0,1,0,0,0,42.27810518380429,2,3,5,0
23,1,84982,3,94.53822338134528,3,1,3,1,1,1,1,1,1.8882545471534475,3,4,3,1
18,1,133720,1,47.87465259014544,4,2,1,1,1,0,1,0,12.308095210103218,1,3,3,0
29,0,132507,3,135.22463075675626,2,0,8,2,0,0,1,0,25.518501198050178,5,4,5,1
37,0,22230,3,179.3577899206674,4,1,6,2,0,0,0,1,14.122936133441774,2,3,5,0
38,1,129523,3,195.78371542453627,4,1,7,2,0,0,1,0,20.78823159154013,1,1,1,0
32,1,70688,1,150.5816281517009,4,2,9,2,0,1,1,1,1.3740790404141157,4,4,5,1
44,0,77784,3,137.18851104713676,3,1,7,2,0,0,1,1,30.412095211074018,5,4,2,1
39,0,76116,3,77.64236667344845,0,1,8,2,1,0,0,1,21.95953818752164,1,2,1,0
55,1,122958,3,98.18515108597892,1,2,4,0,1,0,0,0,32.272139786078775,4,4,1,0
22,0,77107,3,61.99749482141449,2,2,1,1,0,1,1,1,37.41645041569112,5,1,5,1
18,1,101549,3,74.7929028841897,3,1,3,1,0,1,1,1,0.2676916880271918,1,1,2,1
56,1,27157,1,145.02450059069025,3,2,2,2,0,0,0,0,32.84216712074896,3,4,1,0
47,1,80952,2,101.38605660593716,2,1,8,1,0,0,1,0,4.410357104436935,3,2,3,0
39,1,20722,1,86.20347614188134,4,0,4,1,1,1,0,1,4.319539845902538,2,4,1,0
18,0,26732,0,178.15067546094747,1,1,8,0,1,1,1,0,32.96491819382168,4,5,1,0
25,1,34376,0,184.2614209120665,2,0,1,2,1,0,0,1,57.54125311240168,4,1,1,0
31,0,121738,2,140.86525325622827,3,1,6,0,1,0,1,1,29.80595542758281,2,5,1,1
42,0,141000,1,76.88145668776723,0,1,2,2,1,1,1,1,11.485681318199838,5,2,2,1
35,0,122302,0,150.23307980385354,4,2,6,0,0,1,0,0,23.24928344539999,5,4,4,1
30,0,113286,3,93.24411341726828,3,2,9,0,1,1,1,1,8.670381919938613,4,4,4,1
62,0,112173,1,74.31785093440077,0,1,9,0,0,0,1,0,10.69242363183462,2,3,1,0
38,1,108110,0,148.6314371711035,4,2,4,0,0,1,0,1,17.34865618342172,2,5,3,1
61,0,26777,0,100.02876406197916,4,0,4,1,0,0,1,0,10.96746060047673,5,5,4,1
44,0,110830,2,118.28308742553251,4,0,6,1,1,0,1,1,51.69310186654474,5,3,3,0
32,0,102532,3,143.88275467024627,3,1,3,1,0,0,1,1,48.36955559792772,2,4,5,1
28,0,105851,3,157.19163953448464,2,0,5,2,1,0,0,0,24.85186704250452,5,1,3,0
53,1,118602,0,102.82772239309166,1,1,4,2,0,0,0,0,21.005649829598102,1,5,5,1
32,1,100305,1,40.89730110220594,2,2,9,2,1,1,1,1,28.61476934076173,4,1,1,0
18,0,39359,3,83.91820016446793,4,0,3,0,1,0,0,0,9.53000683962475,4,3,5,0
45,0,47391,2,77.63530495095844,0,0,6,2,0,0,0,1,27.36491105401772,5,3,4,0
52,1,115595,3,63.18346313438297,1,0,6,0,0,0,0,1,4.359897746979762,4,5,5,0
69,0,71808,3,140.8388472280615,0,0,3,0,1,0,0,1,10.129259207354144,5,5,4,1
24,0,27805,1,199.15108386681337,0,0,7,1,1,0,0,1,37.43366750044393,1,4,3,0
45,1,81659,2,28.238288875040297,1,1,6,0,0,0,1,1,30.120605239092924,4,2,3,0
50,1,132098,3,169.68194702010257,0,0,3,0,0,1,0,1,37.28711078236816,5,4,3,1
20,0,147362,2,45.28098822902558,2,2,2,0,0,0,0,0,50.05664421360049,4,3,4,0
47,0,40978,2,64.05690933730563,4,2,8,2,0,0,1,0,13.679942401593808,1,3,2,0
63,1,73684,1,149.17051849163366,1,0,5,1,1,0,1,0,54.00283230965103,1,2,5,0
66,1,86806,3,172.8190355678489,2,1,6,0,0,0,0,0,43.30699210225019,4,1,5,0
35,0,122302,0,150.23307980385354,4,2,6,0,0,1,0,0,23.24928344539999,5,4,4,1
47,1,103678,2,92.090775226451,3,0,6,2,0,1,0,0,20.13890505167676,3,1,4,1
39,0,105672,3,107.99912356636948,0,0,9,1,0,0,0,1,28.04575955086089,5,5,4,1
48,1,61192,3,90.38420386243762,4,1,2,1,0,0,0,1,45.20630914994164,3,5,1,1
61,1,130832,3,91.85956834310382,4,2,8,1,0,0,0,1,41.66532720338016,4,2,5,0
18,1,115653,2,163.33338212074094,2,2,2,0,0,0,0,1,36.581379118792405,1,1,1,0
67,1,47731,2,58.0696988835766,0,1,2,2,0,1,1,1,6.428324721310165,4,4,1,1
63,1,144991,2,13.260450476413716,0,0,3,2,0,0,0,0,31.796520733924297,5,5,3,0
18,1,21073,1,83.19003169592992,2,2,2,1,0,1,1,1,24.234872374241988,5,1,5,1
55,0,20150,2,114.73486564273276,4,2,4,2,0,1,0,0,40.51106239798113,3,5,4,0
26,0,63111,2,142.71068196753276,2,1,9,0,0,1,0,1,22.64363767161351,4,1,2,0
23,1,80653,0,135.03561567563656,4,0,4,2,1,0,1,1,41.94581409278226,4,5,5,1
56,0,69702,0,135.4879642349166,3,2,9,2,0,0,0,0,37.39453246105086,3,3,3,0
30,1,89071,0,137.31265871132237,3,1,6,1,0,0,1,1,46.14947709259502,4,4,4,0
38,1,64091,3,57.57687035443038,3,2,2,2,1,1,1,1,27.33417665967752,2,3,1,1
22,1,73912,2,198.4449157190955,2,2,3,2,0,0,0,1,3.233575570667917,1,5,4,1
36,0,111460,3,101.92778961480172,1,1,2,2,1,0,1,0,31.68283320740743,4,5,4,1
60,0,71105,3,10.989760093919555,2,0,5,2,1,0,0,0,12.461725723364768,2,5,1,0
52,1,84329,3,108.9414466831452,4,1,5,1,1,0,0,0,41.90879255228448,3,1,1,0
65,0,33024,3,184.237036158592,1,0,4,0,0,0,1,1,30.25877486579941,4,2,2,0
39,1,41740,2,152.31006335756317,3,2,4,1,1,0,1,0,12.220101872103273,1,2,4,0
34,1,34492,1,86.01726986745636,1,0,8,1,1,1,1,1,7.060187173583814,1,5,1,0
39,1,148048,3,96.93821460831413,2,2,7,2,0,0,0,1,31.76845419347271,5,4,3,0
24,1,148016,2,145.90630080787284,2,0,2,1,1,0,0,1,48.04410474636323,1,3,5,0
18,1,101549,3,74.7929028841897,3,1,3,1,0,1,1,1,0.2676916880271918,1,1,2,1
23,0,100608,1,94.62495634213045,2,2,6,1,1,0,0,1,48.66942298399077,3,4,2,0
37,0,128045,3,148.06410825753284,2,1,3,0,0,0,1,0,19.77570596767468,5,2,5,1
57,0,53277,1,124.1532335369126,1,2,3,0,1,0,0,1,32.00725420033173,1,3,5,0
28,0,140284,0,148.49501448676924,2,1,8,0,1,0,1,0,0.6743346972195052,1,1,5,0
22,1,69116,1,141.4975225664942,2,1,6,2,0,1,0,1,45.31012910275592,3,3,4,0
46,0,141448,1,69.32142001443609,0,2,8,2,0,0,0,1,11.033650097795388,2,2,1,0
49,1,30057,1,117.68876200959916,2,1,5,0,0,0,1,1,46.28385647251803,2,1,3,1
49,0,42551,1,167.8143185314717,0,2,9,0,1,0,0,1,16.419927964037715,3,5,2,1
27,0,94031,3,137.91738737365029,0,2,2,0,0,0,1,1,1.904982771435535,3,4,1,1
42,0,78302,2,61.931069877977095,0,1,9,1,1,0,0,1,50.26652063133546,5,5,1,0
57,1,144002,2,31.390325921530867,3,0,1,2,1,0,0,0,11.97262536318686,4,2,2,0
18,0,64494,3,142.6644485190539,1,2,9,1,1,0,1,1,53.1969059660755,4,3,1,0
34,1,138642,1,44.2846749730043,3,1,4,2,1,1,1,1,17.370943606123678,3,1,5,0
45,1,97250,3,103.34738992325772,0,0,7,1,0,1,1,1,10.882510633252776,1,5,5,1
45,1,36351,2,31.09950010081094,3,2,3,1,1,0,0,0,51.71087690069585,2,3,1,0
60,0,116321,0,74.40938980747987,1,0,4,0,0,0,1,1,13.332045972250445,1,2,3,1
55,1,118250,1,192.33446249948867,1,1,7,2,0,0,1,0,27.536980013121447,5,5,4,1
45,0,126811,2,32.99976137878065,1,1,8,2,0,1,0,0,24.103727577575,2,5,5,0
61,1,127735,3,114.59085876043166,3,2,7,0,0,0,0,0,43.01415614130316,4,1,5,0
59,1,57770,0,12.191100640958732,2,1,2,1,1,1,1,0,49.20686521151299,1,3,4,0
30,1,78221,3,55.21892068407573,3,0,6,0,0,1,1,1,31.94297984519905,1,5,5,1
57,0,99346,3,70.34829667200688,0,0,3,1,0,0,1,1,14.211074158338684,4,2,2,1
66,0,75130,2,128.32894508090777,2,1,2,1,0,0,1,0,28.712434106432955,2,2,1,1
49,0,42551,1,167.8143185314717,0,2,9,0,1,0,0,1,16.419927964037715,3,5,2,1
41,0,70528,3,103.53424056625164,4,1,4,0,1,0,0,0,38.37096866962934,1,1,5,1
27,0,28317,0,56.02901182750218,2,0,2,1,0,1,1,0,11.040261320775455,4,1,2,0
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
66,1,73283,2,100.73909183234257,3,2,7,2,1,0,1,0,26.814592015073163,1,1,5,0
46,1,119159,1,150.08860448028588,0,2,4,1,0,0,1,0,3.925785195859719,3,3,3,1
68,0,35185,3,86.66911904488802,4,0,4,1,1,1,1,1,10.0793725887765,3,5,5,1
53,1,81795,1,113.55953959997744,0,0,3,2,0,0,1,1,48.54777547745388,2,3,1,0
55,1,44538,3,103.06734859412492,0,0,8,0,0,0,1,1,31.91789665995008,4,3,4,0
59,1,120681,1,182.4289298714216,1,2,1,2,1,0,1,1,14.469958961030317,3,2,5,1
66,1,47508,3,39.735443630109735,0,2,7,1,0,0,0,1,3.806570128966358,1,2,2,0
68,1,82470,3,146.45272938499028,0,0,1,2,0,1,0,1,5.359746295306276,2,4,1,1
27,1,142392,3,129.86177335968978,3,0,3,0,0,1,0,0,27.306529182374884,3,4,5,1
27,0,44687,3,36.06496072652882,2,2,3,2,0,1,0,1,15.969415575410856,5,5,1,1
69,0,136645,1,106.80482407459486,1,1,8,2,0,0,1,0,46.68516143138832,1,3,2,1
64,1,39097,2,97.29090533691924,0,1,1,2,1,0,1,0,28.226622754531952,4,5,2,1
58,1,77790,1,180.89909370536955,3,2,9,2,1,0,1,1,35.149137044594696,3,5,4,0
59,1,103191,3,17.1300334737073,0,1,2,0,0,1,1,1,18.882868131683463,3,5,3,1
61,1,80076,2,172.68840534493273,3,0,7,2,0,0,0,1,51.309567442728266,2,1,5,0
53,1,74375,0,140.30254091119323,3,2,6,0,0,0,0,1,6.274748337007323,3,3,5,1
61,1,59208,3,112.1108033539408,4,1,4,2,0,0,0,0,15.577277633501811,5,5,1,1
59,0,123325,3,63.93923953545973,1,1,4,1,1,1,0,1,2.6735927480409294,3,5,5,1
39,0,105672,3,107.99912356636948,0,0,9,1,0,0,0,1,28.04575955086089,5,5,4,1
59,0,123325,3,63.93923953545973,1,1,4,1,1,1,0,1,2.6735927480409294,3,5,5,1
29,0,132507,3,135.22463075675626,2,0,8,2,0,0,1,0,25.518501198050178,5,4,5,1
40,1,45033,1,171.52105919822188,0,2,7,2,0,0,0,0,17.705528542396085,5,1,5,0
25,0,142332,3,128.62678401718696,0,1,4,0,1,1,1,1,18.134661489276755,1,1,3,1
20,0,68729,2,179.1863922059993,2,0,2,0,1,1,0,1,29.749041391584505,3,4,2,0
31,0,71921,2,87.81443523716717,4,0,6,2,1,1,0,0,48.31864019372804,5,2,4,1
46,0,126264,3,145.12257685317803,4,2,3,0,0,0,0,0,7.9125655022729235,5,3,3,0
67,0,52717,2,72.29703458246388,2,0,8,2,0,0,1,1,4.254176173334551,5,2,4,1
53,1,74375,0,140.30254091119323,3,2,6,0,0,0,0,1,6.274748337007323,3,3,5,1
44,0,62198,1,133.54676723045583,1,1,8,0,1,1,1,1,36.03540213941999,1,4,3,1
66,1,74427,1,163.96691003946844,0,2,5,1,0,0,0,0,30.62258239097789,3,3,4,0
36,1,145234,1,189.6222389485968,1,1,5,1,0,1,1,1,12.221203389731969,5,5,1,1
32,0,54527,3,194.8845103751251,4,1,9,0,0,1,1,1,43.19960750266653,5,2,4,1
20,1,57386,1,114.32945837301976,3,2,8,1,1,0,1,0,36.24733452927848,3,5,4,0
47,1,92159,1,70.36466537821629,2,2,1,0,1,0,0,1,31.22601063351584,5,1,4,0
24,0,79625,3,69.47969953637747,1,1,5,2,0,1,1,1,6.552976478057437,1,2,1,1
27,1,142392,3,129.86177335968978,3,0,3,0,0,1,0,0,27.306529182374884,3,4,5,1
43,0,60400,1,110.493688587641,0,0,5,1,0,1,0,0,34.26930697531454,3,2,3,0
59,0,146090,1,61.05023120176869,0,2,2,2,0,0,1,1,11.55978294305806,5,2,1,1
36,1,111713,2,45.64070411912236,3,2,4,2,1,0,0,1,55.80069313562562,3,5,3,0
57,1,78589,1,134.48572670074668,3,2,4,0,0,0,1,0,3.2903945278918467,5,5,5,1
48,0,122266,3,122.52302096969194,3,0,4,2,0,1,0,1,31.844808787080904,1,5,1,1
67,1,113717,1,94.0945725240213,1,1,5,0,1,0,0,1,6.169316915476754,1,1,2,0
43,0,38899,3,111.4382418855527,0,0,3,0,0,1,1,1,41.81774182164809,4,1,1,0
47,1,103678,2,92.090775226451,3,0,6,2,0,1,0,0,20.13890505167676,3,1,4,1
63,0,21914,0,153.468922576381,3,1,3,2,1,0,0,0,19.44417985162461,3,4,2,0
30,1,81899,3,86.91524822250784,0,1,2,0,1,0,1,1,28.715880744343604,5,1,2,0
42,1,89486,3,130.934934052053,3,1,2,1,1,1,1,0,24.373219142969724,2,1,3,1
28,0,39440,0,46.015127892293954,4,0,1,1,0,1,1,1,2.987387249222353,3,5,4,1
47,1,103678,2,92.090775226451,3,0,6,2,0,1,0,0,20.13890505167676,3,1,4,1
68,1,112192,3,62.300308674078806,4,2,8,0,0,1,1,1,41.81975087951522,5,5,5,1
60,1,81757,3,153.9636998994551,1,1,3,2,0,0,0,1,11.645289297717218,1,4,2,1
63,1,66271,3,115.78611616931111,1,0,7,0,1,0,1,1,36.28679867551307,2,4,2,0
20,0,112421,3,94.60947943642776,4,1,1,2,1,0,0,1,12.8756513143996,3,5,4,1
55,1,44155,0,89.69675886611779,3,1,4,0,0,1,1,1,18.51509266698789,3,2,5,1
51,1,53853,2,74.39049103467283,4,0,9,2,0,0,1,0,54.38119041392624,5,4,1,0
52,0,106697,3,68.50655816432237,3,2,9,2,0,0,0,0,53.39879420936182,5,2,1,0
39,0,105672,3,107.99912356636948,0,0,9,1,0,0,0,1,28.04575955086089,5,5,4,1
23,0,50792,3,191.48879894980664,3,2,4,1,0,1,0,0,18.201694175837183,2,3,5,1
52,0,138749,3,60.4588578361377,1,2,4,2,0,0,1,0,43.35451573768649,5,5,1,1
48,0,138169,1,192.3863862944592,1,1,5,0,0,0,0,1,40.1067234303811,5,2,2,1
22,1,121659,3,187.36948283263715,0,0,8,0,0,0,1,1,13.842779240091748,4,3,5,1
35,0,95984,1,26.1585033048524,2,0,2,2,0,0,1,1,27.500170859859104,1,4,4,1
32,0,48420,1,11.613486688905,2,2,7,2,1,1,0,1,32.20296489346781,4,2,4,0
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
35,0,63536,1,146.31158929999805,2,0,4,1,0,0,1,0,31.7529910302557,2,5,2,0
23,1,80653,0,135.03561567563656,4,0,4,2,1,0,1,1,41.94581409278226,4,5,5,1
36,1,109821,2,148.74364272844716,2,2,2,1,1,0,1,0,19.533146050369787,2,5,3,0
67,1,48404,1,142.9423743368122,4,1,2,1,1,0,0,0,15.756474493596818,5,2,3,0
25,0,142332,3,128.62678401718696,0,1,4,0,1,1,1,1,18.134661489276755,1,1,3,1
51,0,103678,0,111.30103932810398,1,2,8,2,0,0,1,0,13.028538970949516,4,1,4,1
59,1,120681,1,182.4289298714216,1,2,1,2,1,0,1,1,14.469958961030317,3,2,5,1
31,0,121738,2,140.86525325622827,3,1,6,0,1,0,1,1,29.80595542758281,2,5,1,1
53,0,106476,3,189.7619745829672,2,2,3,2,0,0,1,0,8.397030570724553,5,3,1,1
62,0,115951,1,180.13548505747954,1,1,4,0,0,0,0,1,29.7223988858021,3,2,4,0
36,0,48252,3,86.08839503145789,1,1,7,1,0,1,1,0,6.9615734766237285,4,4,4,1
27,1,56966,1,32.964529365382475,3,0,9,2,0,0,0,0,58.51345485964988,3,3,1,0
23,0,24621,0,66.5752841758503,2,1,4,1,1,0,0,1,47.13593262953098,1,3,5,0
31,1,130898,3,81.66503074104037,2,0,5,0,0,0,1,0,50.94914631315407,2,3,5,1
37,1,148982,0,55.0410075383824,1,1,7,0,0,0,0,1,26.317699837308595,5,5,3,0
37,0,23930,3,21.063003136861447,4,2,6,1,1,1,0,0,31.82099608961547,4,4,2,1
56,0,60299,3,77.52249628119871,4,2,1,2,0,0,1,1,19.83409397410555,2,1,5,1
30,0,113286,3,93.24411341726828,3,2,9,0,1,1,1,1,8.670381919938613,4,4,4,1
35,1,136005,3,96.8546919842176,2,0,5,2,1,0,0,1,2.310168906525132,3,4,3,1
65,0,51043,3,187.9768523616427,4,1,1,1,0,1,0,1,57.48473800726117,5,3,4,1
35,0,108289,2,14.51938081080003,3,1,7,2,1,0,0,1,59.64949728553066,5,1,4,0
32,0,102532,3,143.88275467024627,3,1,3,1,0,0,1,1,48.36955559792772,2,4,5,1
35,0,122302,0,150.23307980385354,4,2,6,0,0,1,0,0,23.24928344539999,5,4,4,1
64,0,48237,1,144.21140399701935,4,2,2,2,0,0,1,0,24.37742776254865,2,3,3,0
31,0,123053,1,92.73045669794752,1,0,2,2,1,0,0,1,2.4572697126022147,2,5,3,0
31,1,126324,1,139.334276188942,2,0,2,2,0,0,1,0,1.2390449493846245,1,2,4,0
36,1,139374,3,47.189129602666746,3,1,7,0,1,0,1,0,54.15838010267839,3,1,4,1
46,1,127276,3,164.38234696198506,0,0,3,2,0,0,0,1,33.41491345361922,4,5,1,1
53,0,136825,1,79.78008201556801,3,0,3,0,0,0,0,0,29.112741124033267,5,2,2,1
63,0,111672,3,43.90707680325642,2,2,1,2,0,0,1,1,30.887367074454936,2,5,4,1
23,1,84982,3,94.53822338134528,3,1,3,1,1,1,1,1,1.8882545471534475,3,4,3,1
59,0,66969,3,104.79813645627075,4,2,3,1,0,0,0,1,46.85168323676472,5,5,5,1
52,1,103379,1,186.0016661122389,1,0,1,0,1,0,1,1,40.37846581046714,3,4,2,0
62,1,56425,0,70.96739934261325,1,2,9,2,0,0,0,1,52.64420844315436,4,3,2,0
37,0,80987,2,29.45864670639577,2,2,6,1,0,0,1,0,40.70981044050509,3,3,5,0
49,1,75161,3,98.72512019701442,2,2,8,0,0,1,1,1,12.029118622709316,4,2,5,1
63,0,142579,2,86.87444634249637,0,2,5,2,0,1,1,1,49.46384216132952,2,3,3,1
33,1,136837,1,153.05342078846027,4,2,7,2,1,1,0,0,40.86118501614897,1,5,5,0
23,1,57832,3,51.80458475749506,4,1,5,0,0,0,1,1,50.55643132959813,5,2,1,0
27,1,89716,2,68.14488394108396,0,1,7,2,1,0,0,1,14.711646700285002,2,5,4,1
28,1,69615,3,50.12980680270481,2,0,8,1,0,0,1,1,0.7088356291871944,5,5,5,1
43,1,89392,3,150.2630044370998,2,0,4,2,0,0,1,0,59.97076205449223,4,5,5,1
24,0,79625,3,69.47969953637747,1,1,5,2,0,1,1,1,6.552976478057437,1,2,1,1
18,1,101549,3,74.7929028841897,3,1,3,1,0,1,1,1,0.2676916880271918,1,1,2,1
43,0,149118,3,90.3530874756894,3,0,8,1,0,1,1,0,38.49156130144331,2,1,5,0
54,1,85802,3,36.76768544980207,2,1,4,1,0,1,0,1,40.70653053030596,4,4,1,1
40,1,137658,0,10.306126713600484,2,0,1,2,1,0,0,0,21.11169113913309,2,3,4,0
59,0,117887,3,190.6646284779587,0,1,4,1,1,1,0,0,55.46210638904709,3,1,1,1
49,1,75161,3,98.72512019701442,2,2,8,0,0,1,1,1,12.029118622709316,4,2,5,1
18,0,88711,3,168.29056314968932,3,1,9,2,1,1,0,1,12.75702476072659,1,5,5,1
20,1,41041,2,59.40304677349162,3,1,4,0,0,0,0,1,50.06492049129181,2,4,2,0
56,0,103243,1,73.43780810404203,3,1,3,0,1,0,1,0,57.53913498894478,2,2,3,0
28,0,39440,0,46.015127892293954,4,0,1,1,0,1,1,1,2.987387249222353,3,5,4,1
24,1,107166,1,26.49229881229368,0,1,3,1,1,1,1,1,24.90507360985557,4,1,4,0
46,1,143417,3,105.43061829329368,4,1,9,0,0,0,0,1,30.295858293167164,2,2,4,0
68,1,50961,1,99.96576649996032,1,1,2,1,1,0,0,1,46.85114685599076,5,3,3,0
50,0,52640,1,113.68673870862466,3,0,2,0,1,1,0,1,12.886172541811952,3,3,1,0
43,1,89392,3,150.2630044370998,2,0,4,2,0,0,1,0,59.97076205449223,4,5,5,1
53,1,118602,0,102.82772239309166,1,1,4,2,0,0,0,0,21.005649829598102,1,5,5,1
48,0,138169,1,192.3863862944592,1,1,5,0,0,0,0,1,40.1067234303811,5,2,2,1
67,1,117452,0,175.31373927611426,2,2,4,0,1,1,1,1,44.62754248091085,1,5,5,1
19,1,128360,1,173.24258041492422,2,1,5,0,1,0,0,1,10.942907106584588,5,2,4,0
40,0,75646,1,40.48937734447074,1,0,7,0,1,1,0,1,38.7484262913269,5,1,5,1
27,1,89716,2,68.14488394108396,0,1,7,2,1,0,0,1,14.711646700285002,2,5,4,1
44,0,62198,1,133.54676723045583,1,1,8,0,1,1,1,1,36.03540213941999,1,4,3,1
33,0,89413,3,120.15876139173004,1,2,8,2,1,1,0,1,20.004069941446744,5,5,1,1
65,1,76833,3,119.1174456675956,3,0,9,0,1,0,1,1,50.00307373700837,4,5,5,0
36,1,97762,2,108.20498905445945,3,2,1,2,0,0,0,0,37.82919953206408,2,1,4,0
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
21,1,42065,2,95.18573821315036,0,0,2,2,0,1,1,1,15.318195445575762,4,2,1,1
